Block,gen[B],kill[B],in[B],out[B]
B91,{},{},"{'D24', 'D17', 'D4', 'D3', 'D10', 'D7', 'D21', 'D29', 'D28', 'D8', 'D18', 'D20', 'D6', 'D25', 'D19', 'D1', 'D16', 'D31', 'D15', 'D27', 'D22', 'D9', 'D30', 'D5', 'D12', 'D26', 'D23'}","{'D24', 'D17', 'D4', 'D3', 'D10', 'D7', 'D21', 'D29', 'D28', 'D8', 'D18', 'D20', 'D6', 'D25', 'D19', 'D1', 'D16', 'D31', 'D15', 'D27', 'D22', 'D9', 'D30', 'D5', 'D12', 'D26', 'D23'}"
B92,{},{},"{'D24', 'D17', 'D4', 'D3', 'D10', 'D7', 'D21', 'D29', 'D28', 'D8', 'D18', 'D20', 'D6', 'D25', 'D19', 'D1', 'D16', 'D31', 'D15', 'D27', 'D22', 'D9', 'D30', 'D5', 'D12', 'D26', 'D23'}","{'D24', 'D17', 'D4', 'D3', 'D10', 'D7', 'D21', 'D29', 'D28', 'D8', 'D18', 'D20', 'D6', 'D25', 'D19', 'D1', 'D16', 'D31', 'D15', 'D27', 'D22', 'D9', 'D30', 'D5', 'D12', 'D26', 'D23'}"
B93,{'D30'},{'D31'},"{'D24', 'D17', 'D3', 'D10', 'D7', 'D21', 'D8', 'D18', 'D25', 'D16', 'D31', 'D27', 'D5', 'D12', 'D4', 'D29', 'D28', 'D20', 'D6', 'D19', 'D1', 'D15', 'D22', 'D9', 'D30', 'D26', 'D23'}","{'D24', 'D17', 'D4', 'D3', 'D10', 'D7', 'D21', 'D29', 'D28', 'D8', 'D18', 'D20', 'D6', 'D25', 'D19', 'D1', 'D16', 'D15', 'D22', 'D27', 'D9', 'D30', 'D5', 'D12', 'D26', 'D23'}"
B94,{},{},"{'D24', 'D17', 'D3', 'D10', 'D7', 'D21', 'D8', 'D18', 'D25', 'D16', 'D31', 'D27', 'D5', 'D12', 'D4', 'D29', 'D28', 'D20', 'D6', 'D19', 'D1', 'D15', 'D22', 'D9', 'D30', 'D26', 'D23'}","{'D24', 'D17', 'D4', 'D3', 'D10', 'D7', 'D21', 'D29', 'D28', 'D8', 'D18', 'D20', 'D6', 'D25', 'D19', 'D1', 'D16', 'D31', 'D15', 'D27', 'D22', 'D9', 'D30', 'D5', 'D12', 'D26', 'D23'}"
B95,{},{},"{'D24', 'D17', 'D4', 'D3', 'D10', 'D7', 'D21', 'D29', 'D28', 'D8', 'D18', 'D20', 'D6', 'D25', 'D19', 'D1', 'D16', 'D31', 'D15', 'D27', 'D22', 'D9', 'D30', 'D5', 'D12', 'D26', 'D23'}","{'D24', 'D17', 'D4', 'D3', 'D10', 'D7', 'D21', 'D29', 'D28', 'D8', 'D18', 'D20', 'D6', 'D25', 'D19', 'D1', 'D16', 'D31', 'D15', 'D27', 'D22', 'D9', 'D30', 'D5', 'D12', 'D26', 'D23'}"
B96,{'D31'},{'D30'},"{'D24', 'D17', 'D4', 'D3', 'D10', 'D7', 'D21', 'D29', 'D28', 'D8', 'D18', 'D20', 'D6', 'D25', 'D19', 'D1', 'D16', 'D31', 'D15', 'D27', 'D22', 'D9', 'D30', 'D5', 'D12', 'D26', 'D23'}","{'D24', 'D17', 'D4', 'D3', 'D10', 'D7', 'D21', 'D29', 'D28', 'D8', 'D18', 'D20', 'D6', 'D25', 'D19', 'D1', 'D16', 'D31', 'D15', 'D27', 'D22', 'D9', 'D5', 'D12', 'D26', 'D23'}"
B97,{},{},"{'D24', 'D17', 'D3', 'D10', 'D7', 'D21', 'D8', 'D18', 'D25', 'D16', 'D31', 'D27', 'D5', 'D12', 'D4', 'D29', 'D28', 'D20', 'D6', 'D19', 'D1', 'D15', 'D9', 'D22', 'D30', 'D26', 'D23'}","{'D24', 'D17', 'D4', 'D3', 'D10', 'D7', 'D21', 'D29', 'D28', 'D8', 'D18', 'D20', 'D6', 'D25', 'D19', 'D1', 'D16', 'D31', 'D15', 'D27', 'D9', 'D22', 'D30', 'D5', 'D12', 'D26', 'D23'}"
B98,{},{},"{'D24', 'D17', 'D3', 'D10', 'D7', 'D21', 'D8', 'D18', 'D25', 'D16', 'D31', 'D27', 'D5', 'D12', 'D4', 'D29', 'D28', 'D20', 'D6', 'D19', 'D1', 'D15', 'D9', 'D22', 'D30', 'D26', 'D23'}","{'D24', 'D17', 'D4', 'D3', 'D10', 'D7', 'D21', 'D29', 'D28', 'D8', 'D18', 'D20', 'D6', 'D25', 'D19', 'D1', 'D16', 'D31', 'D15', 'D27', 'D9', 'D22', 'D30', 'D5', 'D12', 'D26', 'D23'}"
B99,{},{},"{'D24', 'D17', 'D4', 'D3', 'D10', 'D7', 'D21', 'D29', 'D28', 'D8', 'D18', 'D20', 'D6', 'D25', 'D19', 'D1', 'D16', 'D31', 'D15', 'D27', 'D9', 'D22', 'D30', 'D5', 'D12', 'D26', 'D23'}","{'D24', 'D17', 'D4', 'D3', 'D10', 'D7', 'D21', 'D29', 'D28', 'D8', 'D18', 'D20', 'D6', 'D25', 'D19', 'D1', 'D16', 'D31', 'D15', 'D27', 'D9', 'D22', 'D30', 'D5', 'D12', 'D26', 'D23'}"
B100,{},{},"{'D24', 'D17', 'D4', 'D3', 'D10', 'D7', 'D21', 'D29', 'D28', 'D8', 'D18', 'D20', 'D6', 'D25', 'D19', 'D1', 'D16', 'D31', 'D15', 'D27', 'D9', 'D22', 'D30', 'D5', 'D12', 'D2', 'D26', 'D23'}","{'D24', 'D17', 'D4', 'D3', 'D10', 'D7', 'D21', 'D29', 'D28', 'D8', 'D18', 'D20', 'D6', 'D25', 'D19', 'D1', 'D16', 'D31', 'D15', 'D27', 'D9', 'D22', 'D30', 'D5', 'D12', 'D2', 'D26', 'D23'}"
B101,{},{},"{'D24', 'D17', 'D4', 'D3', 'D10', 'D7', 'D21', 'D29', 'D28', 'D8', 'D18', 'D20', 'D6', 'D25', 'D19', 'D1', 'D16', 'D31', 'D15', 'D27', 'D9', 'D22', 'D30', 'D5', 'D12', 'D2', 'D26', 'D23'}","{'D24', 'D17', 'D4', 'D3', 'D10', 'D7', 'D21', 'D29', 'D28', 'D8', 'D18', 'D20', 'D6', 'D25', 'D19', 'D1', 'D16', 'D31', 'D15', 'D27', 'D9', 'D22', 'D30', 'D5', 'D12', 'D2', 'D26', 'D23'}"
B102,{},{},"{'D24', 'D17', 'D4', 'D3', 'D10', 'D7', 'D21', 'D29', 'D28', 'D8', 'D18', 'D20', 'D6', 'D25', 'D19', 'D1', 'D16', 'D31', 'D15', 'D27', 'D9', 'D22', 'D30', 'D5', 'D12', 'D2', 'D26', 'D23'}","{'D24', 'D17', 'D4', 'D3', 'D10', 'D7', 'D21', 'D29', 'D28', 'D8', 'D18', 'D20', 'D6', 'D25', 'D19', 'D1', 'D16', 'D31', 'D15', 'D27', 'D9', 'D22', 'D30', 'D5', 'D12', 'D2', 'D26', 'D23'}"
B103,{},{},"{'D24', 'D17', 'D4', 'D3', 'D10', 'D7', 'D21', 'D29', 'D28', 'D8', 'D18', 'D20', 'D6', 'D25', 'D19', 'D1', 'D16', 'D31', 'D15', 'D27', 'D9', 'D22', 'D30', 'D5', 'D12', 'D2', 'D26', 'D23'}","{'D24', 'D17', 'D4', 'D3', 'D10', 'D7', 'D21', 'D29', 'D28', 'D8', 'D18', 'D20', 'D6', 'D25', 'D19', 'D1', 'D16', 'D31', 'D15', 'D27', 'D9', 'D22', 'D30', 'D5', 'D12', 'D2', 'D26', 'D23'}"
B104,{},{},"{'D24', 'D17', 'D4', 'D3', 'D10', 'D7', 'D21', 'D29', 'D28', 'D8', 'D18', 'D20', 'D6', 'D25', 'D19', 'D1', 'D16', 'D31', 'D15', 'D27', 'D9', 'D22', 'D30', 'D5', 'D12', 'D2', 'D26', 'D23'}","{'D24', 'D17', 'D4', 'D3', 'D10', 'D7', 'D21', 'D29', 'D28', 'D8', 'D18', 'D20', 'D6', 'D25', 'D19', 'D1', 'D16', 'D31', 'D15', 'D27', 'D9', 'D22', 'D30', 'D5', 'D12', 'D2', 'D26', 'D23'}"
B105,{},{},"{'D24', 'D17', 'D3', 'D10', 'D7', 'D21', 'D8', 'D18', 'D25', 'D16', 'D31', 'D27', 'D5', 'D12', 'D2', 'D4', 'D29', 'D28', 'D20', 'D6', 'D19', 'D1', 'D15', 'D9', 'D22', 'D30', 'D26', 'D23'}","{'D24', 'D17', 'D4', 'D3', 'D10', 'D7', 'D21', 'D29', 'D28', 'D8', 'D18', 'D20', 'D6', 'D25', 'D19', 'D1', 'D16', 'D31', 'D15', 'D27', 'D9', 'D22', 'D30', 'D5', 'D12', 'D2', 'D26', 'D23'}"
